Employee ID,First Name,Last Name,Gender,Region,City,Hire Date,Department,Job Title,Education Level,Performance Rating,Overtime,Salary (£),Birth Date,Termination Date,Adjusted Salary (£)
E10887,Max,Collins,Male,North West,Liverpool,2021-08-21,HR,HR Officer,Bachelor's,Good,No,40412,1969-11-03,,41220.24
E10888,David,Potter,Male,North West,Preston,2020-01-28,Sales,Sales Manager,Bachelor's,Needs Improvement,No,60067,1967-07-29,,61268.340000000004
E10889,Caroline,Storey,Male,South East,Southampton,2019-03-01,Finance,Finance Manager,Master's,Needs Improvement,No,66922,1989-11-06,,71673.462
E10890,Martin,Fuller,Female,Midlands,Leicester,2022-12-16,IT,Software Engineer,Bachelor's,Needs Improvement,Yes,60428,1976-03-28,,60428.0
E10891,Sandra,Wood,Male,London,London,2023-10-12,Customer Service,Customer Service Manager,Bachelor's,Excellent,Yes,46435,1986-12-19,,47363.700000000004
E10892,Jessica,Humphries,Male,South East,Reading,2022-01-03,Sales,Sales Executive,Bachelor's,Needs Improvement,Yes,34777,1987-04-23,,35472.54
E10893,Amanda,Smith,Female,Midlands,Nottingham,2017-03-06,Marketing,Content Writer,Bachelor's,Good,No,30237,1984-03-11,,30237.0
E10894,Mohammed,Martin,Female,Scotland,Aberdeen,2017-08-22,Customer Service,Call Centre Agent,A-Level,Good,No,27367,1978-03-17,,27367.0
E10895,Antony,Carr,Female,London,Harrow,2017-03-03,IT,Software Engineer,Bachelor's,Excellent,Yes,52190,1973-08-24,,52190.0
E10896,Diana,Martin,Male,South East,Brighton,2016-04-10,Finance,Finance Manager,Master's,Satisfactory,No,59740,1994-10-16,,63981.54000000001
E10897,Brenda,Davey,Female,Scotland,Aberdeen,2015-09-13,Marketing,Content Writer,Bachelor's,Satisfactory,No,29310,1972-10-28,,29310.0
E10898,Donald,Cooper,Female,North West,Preston,2024-02-07,Marketing,Marketing Manager,Master's,Needs Improvement,No,55608,1977-04-22,,58388.4
E10899,Janice,Reeves,Female,North West,Manchester,2021-12-27,Operations,Operations Manager,Master's,Excellent,No,57022,1977-08-13,,59873.100000000006
E10900,Connor,Robinson,Male,London,Harrow,2018-04-21,Finance,Accountant,Bachelor's,Good,No,38223,1990-01-25,,38987.46
E10901,Rhys,Harris,Female,Scotland,Edinburgh,2024-01-14,Customer Service,Call Centre Agent,A-Level,Excellent,Yes,29489,1977-01-29,,29489.0
E10902,Elaine,Williams,Male,London,Croydon,2020-01-28,Sales,Sales Executive,Bachelor's,Excellent,No,37353,1982-05-02,2024-02-17,38100.06
E10903,Lee,Moore,Male,Midlands,Nottingham,2020-11-09,Finance,Auditor,Bachelor's,Good,No,47670,1984-10-12,,48623.4
E10904,Marie,Dennis,Female,South East,Brighton,2024-10-24,Finance,Accountant,Bachelor's,Good,No,48218,2000-08-13,2025-06-30,48218.0
E10905,Emma,Webb,Female,London,Croydon,2021-06-03,IT,Software Engineer,Bachelor's,Good,No,65932,1991-12-03,,65932.0
E10906,Holly,Gibson,Male,South East,Reading,2019-01-17,IT,Data Analyst,Bachelor's,Satisfactory,No,52578,1971-06-27,,53629.56
E10907,Yvonne,Jackson,Female,South East,Southampton,2019-12-12,Sales,Sales Manager,Bachelor's,Good,No,50423,1972-11-27,,50423.0
E10908,Marc,Tucker,Male,Midlands,Nottingham,2023-05-06,Marketing,Content Writer,Bachelor's,Excellent,Yes,30063,1978-04-25,,30664.260000000002
E10909,George,Hussain,Male,North West,Manchester,2023-08-15,Finance,Accountant,Bachelor's,Excellent,Yes,43674,1993-08-14,,44547.48
E10910,Kirsty,Williams,Male,South East,Southampton,2015-12-01,Sales,Sales Manager,Bachelor's,Excellent,Yes,65537,1993-09-17,,66847.74
E10911,Louis,Stevens,Female,South East,Southampton,2021-08-10,Finance,Auditor,Bachelor's,Satisfactory,Yes,40995,1970-06-03,,40995.0
E10912,Paige,Brown,Female,North West,Preston,2024-07-14,Customer Service,Customer Service Advisor,Diploma,Excellent,Yes,25197,1996-09-26,,25197.0
E10913,Kerry,Roberts,Female,North West,Manchester,2019-03-14,Customer Service,Call Centre Agent,A-Level,Good,Yes,28088,2000-02-04,,28088.0
E10914,Jack,Barker,Female,South East,Reading,2024-04-15,HR,HR Officer,Bachelor's,Satisfactory,Yes,43383,2002-05-18,,43383.0
E10915,Tony,Carter,Male,North West,Liverpool,2024-01-26,Finance,Accountant,Bachelor's,Excellent,No,48815,1968-12-24,,49791.3
E10916,Diana,Fitzgerald,Male,Midlands,Nottingham,2021-08-01,Operations,Logistics Coordinator,Diploma,Good,No,43030,1976-05-14,,43890.6
E10917,Jean,Wall,Female,Midlands,Leicester,2022-08-12,Customer Service,Call Centre Agent,A-Level,Good,No,22015,1986-09-22,,22015.0
E10918,Oliver,O'Neill,Female,Midlands,Birmingham,2019-08-28,Customer Service,Customer Service Advisor,Diploma,Good,Yes,27276,1965-02-07,,27276.0
E10919,Kevin,Bailey,Male,Scotland,Aberdeen,2022-03-05,Sales,Sales Executive,Bachelor's,Good,No,38631,1977-10-26,,39403.62
E10920,Charlene,Khan,Female,London,Croydon,2021-01-03,HR,HR Officer,Bachelor's,Good,Yes,35711,1978-11-26,2024-01-03,35711.0
E10921,Paige,Glover,Female,Midlands,Birmingham,2018-10-15,Customer Service,Customer Service Manager,Bachelor's,Good,No,45413,1972-03-22,,45413.0
E10922,Terry,Ali,Male,London,London,2019-01-01,Operations,Supply Chain Analyst,Bachelor's,Good,No,46284,1973-12-21,,47209.68
E10923,David,Stewart,Male,Midlands,Nottingham,2022-03-13,Sales,Sales Executive,Bachelor's,Good,No,32855,1983-05-09,,33512.1
E10924,Georgia,Jackson,Female,North West,Liverpool,2024-11-25,HR,HR Officer,Bachelor's,Good,No,41843,1971-03-12,,41843.0
E10925,Douglas,Woodward,Male,Scotland,Edinburgh,2022-11-11,Finance,Finance Manager,Master's,Excellent,Yes,57753,1965-03-14,,61853.463
E10926,James,Taylor,Male,Scotland,Aberdeen,2021-03-11,Operations,Operations Manager,Master's,Good,No,71185,1993-04-07,,76239.135
E10927,Maureen,Mitchell,Male,London,Croydon,2016-01-31,IT,Software Engineer,Bachelor's,Satisfactory,No,51889,1966-11-13,,52926.78
E10928,Daniel,Wells,Female,North West,Preston,2018-02-21,HR,HR Officer,Bachelor's,Good,No,41754,1988-06-28,,41754.0
E10929,Gerard,Burton,Male,Scotland,Aberdeen,2018-06-02,HR,HR Officer,Bachelor's,Needs Improvement,No,38571,1978-07-08,,39342.42
E10930,Gemma,Parkes,Female,London,Harrow,2020-04-13,Sales,Sales Manager,Bachelor's,Satisfactory,Yes,61515,1965-08-11,,61515.0
E10931,Joan,Matthews,Female,South East,Southampton,2020-04-01,HR,HR Officer,Bachelor's,Excellent,No,44338,1973-11-28,,44338.0
E10932,Amy,Andrews,Male,South East,Brighton,2023-11-28,Marketing,SEO Specialist,Bachelor's,Satisfactory,Yes,34180,1973-11-26,,34863.6
E10933,Elliott,Dean,Female,London,Harrow,2018-07-19,Operations,Logistics Coordinator,Diploma,Excellent,No,41772,1998-02-22,2019-11-28,41772.0
E10934,Joanna,Kelly,Female,South East,Southampton,2024-04-20,Finance,Finance Manager,Master's,Good,No,70943,1986-06-01,,74490.15000000001
E10935,Wayne,Howell,Male,London,Harrow,2017-01-08,Customer Service,Call Centre Agent,A-Level,Good,No,28440,1966-02-06,,29008.8
E10936,Nathan,Tyler,Male,Midlands,Leicester,2022-08-28,Operations,Operations Manager,Master's,Good,Yes,57954,2001-10-17,,62068.734000000004
E10937,Rosemary,Evans,Female,Scotland,Edinburgh,2023-07-19,Customer Service,Call Centre Agent,A-Level,Good,No,22935,1996-02-04,,22935.0
E10938,Benjamin,Coates,Female,South East,Brighton,2015-07-05,Finance,Finance Manager,Master's,Satisfactory,Yes,68653,1999-03-16,,72085.65000000001
E10939,Clare,Bell,Male,South East,Reading,2022-03-09,Customer Service,Customer Service Manager,Bachelor's,Good,No,39331,1965-10-18,,40117.62
E10940,Joan,Johnson,Male,South East,Southampton,2023-08-05,Customer Service,Call Centre Agent,A-Level,Excellent,Yes,27823,1975-03-24,,28379.46
E10941,Hazel,Thompson,Male,North West,Manchester,2022-05-04,Sales,Sales Executive,Bachelor's,Satisfactory,Yes,47640,1996-10-22,,48592.8
E10942,Guy,Adams,Female,North West,Liverpool,2018-11-06,Customer Service,Customer Service Advisor,Diploma,Good,No,29712,1990-04-19,,29712.0
E10943,Mohamed,Harrison,Male,South East,Southampton,2018-01-04,IT,IT Support Technician,Diploma,Good,No,35119,1980-04-25,,35821.38
E10944,Damien,Harris,Female,Midlands,Birmingham,2017-11-27,IT,Data Analyst,Bachelor's,Excellent,No,42224,1980-05-27,,42224.0
E10945,Martin,Patel,Male,Midlands,Birmingham,2021-06-04,Sales,Sales Manager,Bachelor's,Good,Yes,59812,1990-04-10,,61008.24
E10946,Beth,Lewis,Female,London,Harrow,2022-06-10,Sales,Sales Manager,Bachelor's,Excellent,No,65834,2000-09-17,,65834.0
E10947,Simon,Phillips,Male,South East,Southampton,2020-08-15,IT,Data Analyst,Bachelor's,Excellent,No,48809,1972-03-07,,49785.18
E10948,Tom,Barber,Male,Midlands,Nottingham,2016-06-21,Customer Service,Customer Service Manager,Bachelor's,Satisfactory,No,44853,1974-04-13,,45750.06
E10949,Jane,Payne,Male,Scotland,Edinburgh,2015-08-26,IT,Data Analyst,Bachelor's,Excellent,No,35054,1982-06-01,,35755.08
E10950,Stacey,Johnson,Male,Midlands,Birmingham,2024-01-10,Customer Service,Customer Service Manager,Bachelor's,Good,No,47433,1978-02-27,,48381.66
E10951,Deborah,O'Connor,Female,Midlands,Birmingham,2016-04-09,Operations,Supply Chain Analyst,Bachelor's,Good,No,38734,1982-03-02,,38734.0
E10952,Shannon,Wheeler,Female,Scotland,Glasgow,2023-03-23,IT,IT Support Technician,Diploma,Good,Yes,30619,1991-07-16,,30619.0
E10953,Susan,Patel,Male,North West,Preston,2018-10-01,Marketing,Content Writer,Bachelor's,Excellent,No,37826,1986-05-06,,38582.520000000004
E10954,Simon,Mitchell,Male,Scotland,Glasgow,2021-09-30,Marketing,SEO Specialist,Bachelor's,Good,Yes,41361,2002-12-02,,42188.22
E10955,Rita,Roberts,Male,North West,Manchester,2019-11-28,Sales,Sales Executive,Bachelor's,Needs Improvement,No,37475,1978-01-10,,38224.5
E10956,Abdul,Barker,Male,Scotland,Aberdeen,2020-08-06,HR,HR Manager,Master's,Good,Yes,47614,1972-03-09,,50994.594
E10957,Mitchell,Howard,Female,North West,Manchester,2016-12-28,Operations,Logistics Coordinator,Diploma,Good,Yes,31783,1975-03-01,,31783.0
E10958,Yvonne,Little,Female,Midlands,Nottingham,2017-07-12,Marketing,Marketing Manager,Master's,Good,No,55784,1988-02-01,,58573.200000000004
E10959,Samuel,Cooper,Female,North West,Preston,2024-02-28,Finance,Auditor,Bachelor's,Good,No,43520,1985-03-09,,43520.0
E10960,Gerald,Sims,Female,London,Harrow,2016-12-04,Customer Service,Call Centre Agent,A-Level,Good,Yes,25147,1995-03-17,,25147.0
E10961,Rosemary,Sykes,Female,Scotland,Glasgow,2017-10-10,HR,Recruitment Consultant,Bachelor's,Excellent,No,32211,1965-05-19,,32211.0
E10962,Cheryl,Jones,Female,Midlands,Leicester,2017-12-06,IT,Data Analyst,Bachelor's,Needs Improvement,Yes,38297,2000-07-11,,38297.0
E10963,Shirley,Faulkner,Male,Midlands,Birmingham,2024-10-10,Marketing,Marketing Manager,Master's,Satisfactory,No,47266,1993-02-25,,50621.886
E10964,Tracy,Bennett,Male,Scotland,Glasgow,2018-02-22,Operations,Logistics Coordinator,Diploma,Satisfactory,No,30038,1974-11-23,,30638.760000000002
E10965,Lorraine,Wright,Male,Midlands,Nottingham,2022-05-19,Sales,Sales Manager,Bachelor's,Excellent,Yes,59760,1991-03-03,,60955.200000000004
E10966,Stanley,Cox,Male,North West,Manchester,2024-08-09,Marketing,Content Writer,Bachelor's,Excellent,No,33789,2001-06-27,,34464.78
E10967,Janet,Allen,Female,Midlands,Leicester,2023-08-25,Finance,Accountant,Bachelor's,Needs Improvement,Yes,45451,1989-10-13,,45451.0
E10968,Dominic,Lewis,Male,Midlands,Birmingham,2015-03-08,Operations,Supply Chain Analyst,Bachelor's,Excellent,No,54415,1966-09-21,,55503.3
E10969,Nathan,Foster,Male,North West,Preston,2022-07-26,IT,Data Analyst,Bachelor's,Excellent,No,35496,1978-02-01,,36205.92
E10970,Iain,Hewitt,Male,South East,Brighton,2023-07-04,Finance,Auditor,Bachelor's,Good,No,40948,1972-03-26,,41766.96
E10971,Simon,Dale,Male,Scotland,Glasgow,2018-06-17,HR,HR Officer,Bachelor's,Good,No,37800,1966-06-09,,38556.0
E10972,Christopher,McKenzie,Female,Scotland,Aberdeen,2022-04-22,Sales,Sales Manager,Bachelor's,Good,No,60222,2001-02-25,,60222.0
E10973,Rosemary,Thomas,Female,Scotland,Aberdeen,2018-05-21,IT,IT Support Technician,Diploma,Good,No,34142,1976-12-17,,34142.0
E10974,Lynda,Swift,Male,Scotland,Aberdeen,2020-07-28,Marketing,SEO Specialist,Bachelor's,Good,No,38291,1979-09-04,,39056.82
E10975,Gerald,Fry,Female,North West,Liverpool,2019-11-22,Sales,Sales Executive,Bachelor's,Excellent,No,33313,1992-01-20,,33313.0
E10976,Arthur,White,Female,London,London,2023-10-28,Sales,Sales Manager,Bachelor's,Good,Yes,65912,1971-12-02,,65912.0
E10977,Leanne,Wilson,Female,South East,Brighton,2020-09-13,HR,Recruitment Consultant,Bachelor's,Good,No,38390,1983-12-22,,38390.0
E10978,Henry,Thompson,Male,North West,Liverpool,2024-11-17,IT,Software Engineer,Bachelor's,Excellent,No,53656,1977-04-12,,54729.12
E10979,Paul,Jones,Male,London,Croydon,2023-09-10,Marketing,SEO Specialist,Bachelor's,Good,Yes,36106,1975-08-01,,36828.12
E10980,Mohamed,Morgan,Female,Midlands,Nottingham,2018-04-13,Finance,Accountant,Bachelor's,Excellent,No,47720,1965-01-09,2025-01-20,47720.0
E10981,Timothy,Burns,Male,Midlands,Leicester,2023-10-08,IT,Software Engineer,Bachelor's,Good,Yes,51052,1983-12-05,,52073.04
E10982,Sally,Lawrence,Male,North West,Manchester,2020-10-05,Marketing,Content Writer,Bachelor's,Good,Yes,36622,1964-12-31,,37354.44
E10983,Paul,Parker,Female,South East,Southampton,2024-06-21,IT,IT Support Technician,Diploma,Satisfactory,No,32757,1983-06-16,,32757.0
E10984,Chelsea,Crawford,Male,London,Croydon,2022-11-19,Operations,Logistics Coordinator,Diploma,Excellent,Yes,42418,1977-01-04,,43266.36
E10985,Cameron,Smith,Male,South East,Brighton,2024-02-17,Sales,Sales Executive,Bachelor's,Needs Improvement,No,42596,1993-07-13,,43447.92
E10986,Susan,Foster,Male,Scotland,Glasgow,2019-09-18,Customer Service,Call Centre Agent,A-Level,Good,No,24315,1991-05-30,,24801.3
E10987,Toby,Fleming,Female,South East,Reading,2023-02-08,Customer Service,Customer Service Advisor,Diploma,Needs Improvement,No,27055,2001-03-27,2025-10-16,27055.0
E10988,Cameron,Bowen,Male,Midlands,Birmingham,2022-09-24,Operations,Operations Manager,Master's,Excellent,Yes,57764,1990-12-14,,61865.244
E10989,Ross,Dixon,Male,London,London,2017-12-25,IT,IT Support Technician,Diploma,Satisfactory,No,26587,1996-10-20,,27118.74
E10990,Bradley,Noble,Male,London,London,2019-09-21,Marketing,Content Writer,Bachelor's,Needs Improvement,No,29215,1985-04-29,,29799.3
E10991,Roy,Preston,Male,South East,Brighton,2022-07-04,Sales,Business Development Executive,Diploma,Needs Improvement,No,36821,1993-04-04,,37557.42
E10992,Angela,Morley,Male,South East,Reading,2015-01-14,IT,IT Support Technician,Diploma,Needs Improvement,No,35001,1984-12-07,,35701.020000000004
E10993,Debra,Brown,Male,Midlands,Nottingham,2024-08-17,Operations,Supply Chain Analyst,Bachelor's,Good,No,47560,1999-07-02,,48511.200000000004
E10994,Jamie,Martin,Female,South East,Southampton,2020-01-24,Sales,Sales Manager,Bachelor's,Good,No,54504,1980-01-17,2025-08-31,54504.0
E10995,Nicole,Hill,Male,Scotland,Glasgow,2021-05-02,Sales,Sales Manager,Bachelor's,Satisfactory,No,64380,1992-03-17,,65667.6
E10996,Valerie,Smith,Female,Midlands,Leicester,2021-11-27,IT,IT Support Technician,Diploma,Satisfactory,No,38380,1991-07-13,,38380.0
E10997,Nicole,Hammond,Female,Midlands,Leicester,2024-08-26,Customer Service,Customer Service Manager,Bachelor's,Good,No,49687,1995-09-27,,49687.0
E10998,Leah,Jones,Male,London,Croydon,2015-10-27,Finance,Accountant,Bachelor's,Good,No,42198,2000-11-21,,43041.96
E10999,Frank,Edwards,Female,North West,Liverpool,2023-09-18,Operations,Logistics Coordinator,Diploma,Satisfactory,No,43611,1974-05-07,,43611.0
E11000,Lynda,Jones,Female,Scotland,Aberdeen,2022-10-16,Sales,Business Development Executive,Diploma,Needs Improvement,No,38992,1985-03-17,,38992.0
E11001,Edward,White,Male,Scotland,Aberdeen,2019-07-28,Operations,Operations Manager,Master's,Excellent,No,56925,2002-05-23,,60966.675
E11002,Melissa,Payne,Male,Scotland,Glasgow,2022-06-14,IT,IT Support Technician,Diploma,Excellent,Yes,29302,2001-10-30,,29888.04
E11003,William,Kerr,Male,South East,Brighton,2018-03-15,Sales,Business Development Executive,Diploma,Good,No,43982,1970-11-26,2024-05-12,44861.64
E11004,Allan,Akhtar,Female,South East,Southampton,2019-08-20,Customer Service,Customer Service Advisor,Diploma,Satisfactory,No,25182,1976-12-04,,25182.0
E11005,Gerald,May,Female,Midlands,Nottingham,2018-01-27,Finance,Auditor,Bachelor's,Good,Yes,43459,1968-09-21,,43459.0
E11006,John,Collins,Male,London,Harrow,2015-02-13,IT,Data Analyst,Bachelor's,Good,No,49125,1965-01-31,,50107.5
E11007,Roy,Morris,Female,South East,Southampton,2018-01-06,Sales,Sales Executive,Bachelor's,Good,No,41391,1992-05-16,,41391.0
E11008,Emily,Fisher,Male,Midlands,Leicester,2024-04-30,Sales,Business Development Executive,Diploma,Excellent,Yes,34684,1968-03-18,,35377.68
E11009,Graham,Bennett,Male,Scotland,Edinburgh,2022-06-02,Customer Service,Customer Service Manager,Bachelor's,Good,No,37405,1970-02-07,,38153.1
E11010,Lee,Barlow,Female,London,London,2022-08-13,Sales,Sales Manager,Bachelor's,Good,No,46264,1988-05-17,,46264.0
E11011,Christopher,Matthews,Male,Midlands,Birmingham,2015-10-20,Customer Service,Customer Service Manager,Bachelor's,Excellent,Yes,42858,1995-05-17,,43715.16
E11012,Joshua,Henderson,Male,London,Harrow,2020-06-14,Sales,Sales Executive,Bachelor's,Excellent,No,34067,1975-02-28,,34748.340000000004
E11013,Lewis,Cox,Female,Midlands,Leicester,2018-11-09,Customer Service,Customer Service Advisor,Diploma,Good,No,27040,2000-05-21,,27040.0
E11014,Josh,Jenkins,Female,South East,Brighton,2019-06-03,Marketing,SEO Specialist,Bachelor's,Satisfactory,Yes,30627,1982-09-26,,30627.0
E11015,Brenda,Hilton,Male,Midlands,Leicester,2016-01-25,Operations,Supply Chain Analyst,Bachelor's,Excellent,No,44635,1967-02-15,2023-11-24,45527.700000000004
E11016,Katy,Parker,Female,Midlands,Birmingham,2020-08-11,Operations,Supply Chain Analyst,Bachelor's,Excellent,No,38144,1972-12-16,,38144.0
E11017,Brett,Parry,Male,North West,Preston,2017-10-29,Customer Service,Customer Service Advisor,Diploma,Excellent,No,26048,1986-04-30,,26568.96
E11018,Helen,Naylor,Female,North West,Liverpool,2020-12-01,HR,HR Manager,Master's,Needs Improvement,Yes,46543,1999-04-16,,48870.15
E11019,Bruce,Edwards,Female,London,Croydon,2022-11-20,Operations,Operations Manager,Master's,Excellent,No,67880,1978-12-13,2025-11-28,71274.0
E11020,Marcus,Thorpe,Female,Midlands,Leicester,2020-05-31,Finance,Accountant,Bachelor's,Satisfactory,No,48336,1999-01-20,,48336.0
E11021,Jade,Taylor,Female,North West,Manchester,2021-05-10,Customer Service,Customer Service Manager,Bachelor's,Needs Improvement,Yes,38657,1985-11-22,,38657.0
E11022,Stuart,Davis,Male,South East,Reading,2020-03-06,HR,Recruitment Consultant,Bachelor's,Excellent,No,37242,1964-09-18,,37986.840000000004
E11023,Leslie,Steele,Male,Scotland,Edinburgh,2016-05-17,HR,HR Manager,Master's,Good,Yes,49959,1968-01-14,,53506.089
E11024,Aaron,Murray,Male,Midlands,Leicester,2022-01-26,Sales,Business Development Executive,Diploma,Good,No,35088,1980-08-01,,35789.76
E11025,Frank,Hart,Male,North West,Preston,2023-07-18,Operations,Supply Chain Analyst,Bachelor's,Good,No,52483,1977-09-29,,53532.66
E11026,Francesca,Wilson,Female,London,Harrow,2022-02-16,Marketing,Content Writer,Bachelor's,Good,No,28311,1985-01-01,,28311.0
E11027,Holly,Wood,Female,South East,Brighton,2019-06-14,Operations,Operations Manager,Master's,Good,No,64144,2001-11-06,,67351.2
E11028,Kathryn,Hart,Female,London,Croydon,2022-02-03,Marketing,Content Writer,Bachelor's,Needs Improvement,Yes,28720,2000-08-29,,28720.0
E11029,Eileen,Harrison,Female,North West,Liverpool,2023-03-22,IT,Data Analyst,Bachelor's,Satisfactory,Yes,53545,1988-09-21,,53545.0
E11030,Adrian,Williams,Male,Midlands,Nottingham,2023-11-07,Finance,Accountant,Bachelor's,Good,No,42817,1994-10-21,,43673.340000000004
E11031,Ross,King,Female,North West,Liverpool,2022-04-08,Customer Service,Customer Service Advisor,Diploma,Excellent,Yes,32979,1978-03-11,,32979.0
E11032,Diana,Watson,Male,Midlands,Leicester,2022-04-01,Operations,Supply Chain Analyst,Bachelor's,Good,No,46637,1968-12-16,2022-10-20,47569.74
E11033,Paige,Jones,Male,North West,Preston,2021-12-18,Sales,Sales Manager,Bachelor's,Good,No,51410,1969-01-26,,52438.200000000004
E11034,Jean,Spencer,Male,Scotland,Edinburgh,2017-10-26,IT,Data Analyst,Bachelor's,Satisfactory,No,38815,1988-02-22,,39591.3
E11035,Graeme,Wood,Female,South East,Southampton,2023-03-07,Customer Service,Customer Service Advisor,Diploma,Satisfactory,No,33133,1980-12-23,,33133.0
E11036,Kathryn,Fox,Female,North West,Preston,2023-07-13,Finance,Accountant,Bachelor's,Satisfactory,No,39374,1997-10-04,,39374.0
E11037,Ann,Hicks,Female,Scotland,Glasgow,2021-07-20,Marketing,SEO Specialist,Bachelor's,Satisfactory,Yes,39649,1964-11-22,,39649.0
E11038,Denise,Ryan,Male,Scotland,Aberdeen,2022-08-29,Finance,Finance Manager,Master's,Good,Yes,63673,1975-11-14,,68193.783
E11039,Donald,Iqbal,Female,North West,Liverpool,2018-12-27,Customer Service,Customer Service Manager,Bachelor's,Good,Yes,46926,1985-12-10,,46926.0
E11040,Ruth,Smith,Male,Scotland,Glasgow,2020-03-24,Marketing,SEO Specialist,Bachelor's,Good,No,39046,1984-12-14,,39826.92
E11041,Declan,Marshall,Female,North West,Preston,2015-08-18,IT,Software Engineer,Bachelor's,Excellent,No,45444,1989-06-14,,45444.0
E11042,Gary,Palmer,Female,London,Harrow,2016-08-20,Finance,Accountant,Bachelor's,Good,Yes,43009,1987-12-21,,43009.0
E11043,Georgia,Roberts,Female,Scotland,Glasgow,2022-07-31,HR,HR Manager,Master's,Good,Yes,64622,1969-02-24,2024-04-16,67853.1
E11044,Rebecca,Arnold,Female,Scotland,Glasgow,2022-10-08,Marketing,SEO Specialist,Bachelor's,Satisfactory,No,38278,2002-04-19,,38278.0
E11045,Toby,Bell,Female,Midlands,Leicester,2018-02-27,Marketing,SEO Specialist,Bachelor's,Good,No,44417,1977-10-09,,44417.0
E11046,Daniel,Carter,Male,Midlands,Birmingham,2022-10-19,Operations,Logistics Coordinator,Diploma,Satisfactory,No,44079,1992-05-11,,44960.58
E11047,Howard,Hughes,Female,Scotland,Aberdeen,2016-02-27,Operations,Logistics Coordinator,Diploma,Excellent,Yes,42743,1993-11-23,,42743.0
E11048,Paige,Smith,Female,North West,Liverpool,2020-12-25,Operations,Operations Manager,Master's,Excellent,No,61178,1976-02-18,,64236.9
E11049,Christine,Williams,Female,Midlands,Nottingham,2020-09-12,Operations,Logistics Coordinator,Diploma,Satisfactory,Yes,42051,1981-05-31,,42051.0
E11050,Sarah,Wright,Female,Scotland,Glasgow,2019-12-11,Finance,Accountant,Bachelor's,Excellent,No,44522,1968-08-25,,44522.0
E11051,Jodie,Robinson,Male,Midlands,Leicester,2020-09-02,HR,HR Manager,Master's,Excellent,No,61575,1984-04-06,,65946.825
E11052,Beth,Evans,Male,South East,Southampton,2020-09-18,Finance,Auditor,Bachelor's,Good,No,46868,1994-08-31,,47805.36
E11053,Holly,Hussain,Male,North West,Preston,2021-09-26,Finance,Finance Manager,Master's,Satisfactory,Yes,64046,1984-09-06,,68593.266
E11054,Dawn,Wyatt,Female,London,Croydon,2021-12-04,IT,Software Engineer,Bachelor's,Good,No,40833,1973-08-28,,40833.0
E11055,Clifford,O'Neill,Male,Midlands,Nottingham,2015-12-19,Operations,Supply Chain Analyst,Bachelor's,Excellent,Yes,50647,1993-11-06,,51659.94
E11056,Christian,White,Male,North West,Preston,2024-07-18,Operations,Logistics Coordinator,Diploma,Excellent,No,33720,1997-07-12,2025-04-14,34394.4
E11057,Michelle,King,Female,London,Croydon,2024-08-02,HR,Recruitment Consultant,Bachelor's,Good,No,31943,1967-08-22,,31943.0
E11058,Dominic,Weston,Male,South East,Brighton,2015-10-17,IT,Software Engineer,Bachelor's,Good,No,55659,1973-03-06,,56772.18
E11059,Garry,Hamilton,Female,Scotland,Glasgow,2017-03-29,Operations,Supply Chain Analyst,Bachelor's,Satisfactory,No,52945,2002-08-16,,52945.0
E11060,Janet,Parker,Male,South East,Brighton,2021-09-19,Marketing,SEO Specialist,Bachelor's,Good,Yes,36528,1977-04-15,,37258.56
E11061,Stacey,Mitchell,Male,London,Croydon,2016-01-01,Operations,Logistics Coordinator,Diploma,Good,Yes,30152,1973-07-08,,30755.04
E11062,Rebecca,Kelly,Female,South East,Southampton,2022-07-02,Operations,Operations Manager,Master's,Excellent,No,73988,1996-06-24,,77687.40000000001
E11063,Ruth,Ward,Female,Scotland,Edinburgh,2021-08-26,Customer Service,Call Centre Agent,A-Level,Excellent,No,28700,1992-10-12,,28700.0
E11064,Beth,Turner,Male,Scotland,Edinburgh,2019-07-30,IT,IT Support Technician,Diploma,Excellent,Yes,25410,1971-09-16,,25918.2
E11065,Annette,Kennedy,Female,Midlands,Nottingham,2016-10-05,HR,Recruitment Consultant,Bachelor's,Good,Yes,35528,1988-10-16,,35528.0
E11066,Michelle,Archer,Male,South East,Reading,2019-10-17,Customer Service,Call Centre Agent,A-Level,Good,No,29515,1973-11-29,,30105.3
E11067,Derek,Morris,Male,South East,Brighton,2023-10-23,Operations,Supply Chain Analyst,Bachelor's,Good,No,46530,1969-11-04,,47460.6
E11068,Anthony,Burton,Male,London,London,2023-09-20,Operations,Supply Chain Analyst,Bachelor's,Good,No,46947,1964-08-06,,47885.94
E11069,Jessica,Mason,Male,South East,Brighton,2021-11-19,IT,IT Support Technician,Diploma,Excellent,No,37976,1985-02-27,,38735.520000000004
E11070,Andrew,Ali,Male,London,Harrow,2020-09-11,Marketing,Marketing Manager,Master's,Excellent,Yes,57334,1999-12-12,,61404.714
E11071,Carolyn,Brady,Male,Scotland,Glasgow,2021-12-12,Customer Service,Customer Service Manager,Bachelor's,Excellent,No,35459,1967-09-21,,36168.18
E11072,Pauline,Talbot,Male,North West,Preston,2023-09-03,IT,IT Support Technician,Diploma,Excellent,No,39671,1979-03-29,,40464.42
E11073,Paige,Francis,Female,Midlands,Birmingham,2018-05-24,Sales,Business Development Executive,Diploma,Needs Improvement,No,38127,1965-06-22,,38127.0
